id_origen,id_destino,titulo_origen,titulo_destino,peso,similitud_porcentaje,direccion
6543,6237,Computational Technology and Artificial Intelligen,The Ethical Approach to AI,0.620621,62.1%,6543 → 6237
6543,6761,Computational Technology and Artificial Intelligen,Introducing the Fundamentals of Artificial Intelli,0.624245,62.4%,6543 → 6761
6543,4859,Computational Technology and Artificial Intelligen,A Application Study of Artificial Intelligence Aid,0.624354,62.4%,6543 → 4859
6543,8580,Computational Technology and Artificial Intelligen,Humanizing The Role of Artificial Intelligence in ,0.629335,62.9%,6543 → 8580
6543,6444,Computational Technology and Artificial Intelligen,Al,0.632138,63.2%,6543 → 6444
6543,7184,Computational Technology and Artificial Intelligen,AI Technology Minimizes the Need for Manual Labour,0.634102,63.4%,6543 → 7184
6543,9778,Computational Technology and Artificial Intelligen,The role of artificial intelligence (AI) in archit,0.686747,68.7%,6543 → 9778
6543,7258,Computational Technology and Artificial Intelligen,Artificial intelligence and ChatGPT in Orthopaedic,0.699794,70.0%,6543 → 7258
6545,6858,Computational Thinking and User Interfaces: A Syst,Parental Involvement in Computational Thinking Edu,0.644348,64.4%,6545 → 6858
6548,7100,Computational aeroacoustics of aerofoil leading ed,Wireless edge device intelligent task offloading i,0.603214,60.3%,6548 → 7100
6548,4019,Computational aeroacoustics of aerofoil leading ed,Reputation-Based Security System For Edge Computin,0.631408,63.1%,6548 → 4019
6548,588,Computational aeroacoustics of aerofoil leading ed,Computational Study of the Risø-B1-18 Airfoil with,0.681682,68.2%,6548 → 588
6549,8277,Computational analysis of bidirectional carbon fib,Computational analysis of erosion wear on unbounde,0.623145,62.3%,6549 → 8277
6551,7435,Computational and performance studies of Ag2S–Bi2S,Dihedral lattice gauge theories on a quantum annea,0.60561,60.6%,6551 → 7435
6553,8481,Computational fluid dynamics (CFD) analysis in a r,Experience and analysis of scalable high-fidelity ,0.609968,61.0%,6553 → 8481
6553,8286,Computational fluid dynamics (CFD) analysis in a r,Computational fluid dynamics in cardiac surgery an,0.620692,62.1%,6553 → 8286
6553,4833,Computational fluid dynamics (CFD) analysis in a r,What does computational fluid dynamics tell us abo,0.634396,63.4%,6553 → 4833
6553,911,Computational fluid dynamics (CFD) analysis in a r,Computational fluid dynamics analysis of a journal,0.6456,64.6%,6553 → 911
6553,1552,Computational fluid dynamics (CFD) analysis in a r,Extending the role of computational fluid dynamics,0.646378,64.6%,6553 → 1552
6553,2903,Computational fluid dynamics (CFD) analysis in a r,Computational fluid dynamics analysis on the added,0.682923,68.3%,6553 → 2903
6555,4909,Computational grounded theory revisited: From comp,A set theory based similarity measure for text clu,0.604601,60.5%,6555 → 4909
6558,2902,Computational modelling of process–structure–prope,Computational aero-acoustic modelling of external ,0.608399,60.8%,6558 → 2902
6559,3278,Computational modelling of turbulent Taylor–Couett,Computational evaluation of smoothed particle hydr,0.604546,60.5%,6559 → 3278
6559,111,Computational modelling of turbulent Taylor–Couett,A Computational Modelling Approach to the Design o,0.617771,61.8%,6559 → 111
6559,1970,Computational modelling of turbulent Taylor–Couett,Computational Modelling and Similarity Reduction o,0.620997,62.1%,6559 → 1970
6559,2162,Computational modelling of turbulent Taylor–Couett,A Review of Computational Modelling of Flow Boilin,0.68605,68.6%,6559 → 2162
6559,252,Computational modelling of turbulent Taylor–Couett,Modelling of spanwise mixing in compressor through,0.690968,69.1%,6559 → 252
6559,514,Computational modelling of turbulent Taylor–Couett,Computational modelling of the unsaturated flow of,0.695317,69.5%,6559 → 514
6560,7417,"Computational modelling studies of some 1,3-thiazi",Developing Prerequisite Knowledge for 3D Modelling,0.662845,66.3%,6560 → 7417
6561,6726,Computational regionalism: De-familiarization of t,How we talk(ed) about it: Ways of speaking about c,0.603057,60.3%,6561 → 6726
6561,236,Computational regionalism: De-familiarization of t,Agile assembly architecture: an agent based approa,0.65459,65.5%,6561 → 236
6561,1097,Computational regionalism: De-familiarization of t,In-Between Architecture Computation,0.660944,66.1%,6561 → 1097
6561,2234,Computational regionalism: De-familiarization of t,Computational Design Research in Architecture: The,0.675274,67.5%,6561 → 2234
6561,2715,Computational regionalism: De-familiarization of t,Rapid prototyping for kinetic architecture,0.68079,68.1%,6561 → 2715
6563,1990,Computational study of hydrogen and air co-flow je,Data-Flow vs Control-Flow for Extreme Level Comput,0.60241,60.2%,6563 → 1990
6563,2569,Computational study of hydrogen and air co-flow je,Computational simulation of air flow in the rotor ,0.620596,62.1%,6563 → 2569
6563,3883,Computational study of hydrogen and air co-flow je,Impingement of a propeller-slipstream on a leading,0.63639,63.6%,6563 → 3883
6563,3386,Computational study of hydrogen and air co-flow je,In-cylinder flow control in a four-valve spark ign,0.655554,65.6%,6563 → 3386
6563,2332,Computational study of hydrogen and air co-flow je,Linear stability of plane Poiseuille flow in an in,0.673526,67.4%,6563 → 2332
6563,252,Computational study of hydrogen and air co-flow je,Modelling of spanwise mixing in compressor through,0.735614,73.6%,6563 → 252
6563,668,Computational study of hydrogen and air co-flow je,Computational Study of Aero- and Acoustic Performa,0.738807,73.9%,6563 → 668
6563,5039,Computational study of hydrogen and air co-flow je,Computational study on drilling mud flow through w,0.818599,81.9%,6563 → 5039
6566,1536,Computer-based Simulation Data Model for Employmen,Development of a Computational Simulation Model fo,0.638546,63.9%,6566 → 1536
6566,2823,Computer-based Simulation Data Model for Employmen,A Novel Model of Convention Management Research an,0.641158,64.1%,6566 → 2823
6569,5357,Constrained Pythagorean Fuzzy Sets and Its Similar,Representation and Reasoning of Fuzzy Knowledge Un,0.753565,75.4%,6569 → 5357
6569,6296,Constrained Pythagorean Fuzzy Sets and Its Similar,Trajectory Tracking of a 2-DOF Helicopter System u,0.764541,76.5%,6569 → 6296
6569,2293,Constrained Pythagorean Fuzzy Sets and Its Similar,Fuzzy networks: What happens when fuzzy people are,0.774385,77.4%,6569 → 2293
6569,2536,Constrained Pythagorean Fuzzy Sets and Its Similar,Bipolar-Valued Rough Fuzzy Set and Its Application,0.779591,78.0%,6569 → 2536
6569,4807,Constrained Pythagorean Fuzzy Sets and Its Similar,Two computational formulae for similarity measures,0.790947,79.1%,6569 → 4807
6569,244,Constrained Pythagorean Fuzzy Sets and Its Similar,Design of a neuro-fuzzy controller,0.799815,80.0%,6569 → 244
6569,6711,Constrained Pythagorean Fuzzy Sets and Its Similar,Generalized variational inequalities for linguisti,0.824632,82.5%,6569 → 6711
6569,1148,Constrained Pythagorean Fuzzy Sets and Its Similar,Qualification and quantification of fuzzy linguist,0.852523,85.3%,6569 → 1148
6570,4079,Converging IoT protocols for the data integration ,Security Threats and Possible Countermeasures in I,0.607036,60.7%,6570 → 4079
6570,4981,Converging IoT protocols for the data integration ,Blockchain-based security for heterogeneous IoT sy,0.614642,61.5%,6570 → 4981
6571,6612,Convolutional Neural Network (CNN) Algorithm Based,Design and implementation of billboard recognition,0.623564,62.4%,6571 → 6612
6571,3687,Convolutional Neural Network (CNN) Algorithm Based,Automatic Cheque Number Recognition using Neural N,0.62857,62.9%,6571 → 3687
6572,6737,Convolutional neural network and clustering-based ,Improvement of Computer Neural Network based on Fe,0.630806,63.1%,6572 → 6737
6572,9312,Convolutional neural network and clustering-based ,Deep Learning Advancing Image Classification - Neu,0.638574,63.9%,6572 → 9312
6572,7708,Convolutional neural network and clustering-based ,Multimedia generation using neural network DeepDre,0.639781,64.0%,6572 → 7708
6572,7079,Convolutional neural network and clustering-based ,Tuning Convolutional Spiking Neural Network With B,0.651685,65.2%,6572 → 7079
6572,3335,Convolutional neural network and clustering-based ,Effects of local network topology on the functiona,0.66218,66.2%,6572 → 3335
6572,1831,Convolutional neural network and clustering-based ,Research Method of Fuzzy Neural Network of Reservo,0.679059,67.9%,6572 → 1831
6572,5894,Convolutional neural network and clustering-based ,Fault Diagnosis Based on BP Neural Network Optimiz,0.679611,68.0%,6572 → 5894
6572,5826,Convolutional neural network and clustering-based ,Domain randomization for neural network classifica,0.712481,71.2%,6572 → 5826
6574,7782,Corporate social responsibility. A strategy for so,Quantifying participation biases on social media,0.602417,60.2%,6574 → 7782
6574,8397,Corporate social responsibility. A strategy for so,Disentangling degree and tie strength heterogeneit,0.619341,61.9%,6574 → 8397
6574,7869,Corporate social responsibility. A strategy for so,Social navigation hypothesis of depressive disorde,0.620501,62.1%,6574 → 7869
6574,5901,Corporate social responsibility. A strategy for so,For a heterodox computational social science,0.629058,62.9%,6574 → 5901
6574,2736,Corporate social responsibility. A strategy for so,Sentiment leaning of influential communities in so,0.638957,63.9%,6574 → 2736
6574,1587,Corporate social responsibility. A strategy for so,Middleware for social computing: a roadmap,0.686253,68.6%,6574 → 1587
6574,5303,Corporate social responsibility. A strategy for so,Ontology of Social Machines,0.691508,69.2%,6574 → 5303
6574,7882,Corporate social responsibility. A strategy for so,Studying social networks in the age of computation,0.707279,70.7%,6574 → 7882
6577,6086,Creating an Appropriate Computer Science and Compu,Preparing Special Education Preservice Teachers to,0.606349,60.6%,6577 → 6086
6577,7776,Creating an Appropriate Computer Science and Compu,Promoting K-12 Computer Science Education : A Comp,0.640512,64.1%,6577 → 7776
6577,2849,Creating an Appropriate Computer Science and Compu,A review of models for introducing computational t,0.667295,66.7%,6577 → 2849
6579,3555,Critical Radical Analysis Network for Chinese Char,Word intuition agreement among Chinese speakers: a,0.607334,60.7%,6579 → 3555
6579,8958,Critical Radical Analysis Network for Chinese Char,The Not-So-Silent Type: Vulnerabilities in Chinese,0.610068,61.0%,6579 → 8958
6579,2898,Critical Radical Analysis Network for Chinese Char,Comparison and contrast of Chinese curricula betwe,0.610252,61.0%,6579 → 2898
6579,5275,Critical Radical Analysis Network for Chinese Char,Named entity recognition for Chinese judgment docu,0.631419,63.1%,6579 → 5275
6579,8483,Critical Radical Analysis Network for Chinese Char,Exploration of the Relationship between the Six Me,0.696429,69.6%,6579 → 8483
6579,2953,Critical Radical Analysis Network for Chinese Char,Encoding emotion in Chinese: a database of Chinese,0.698512,69.9%,6579 → 2953
6583,8817,Cross-lagged Associations between Cognitive Perfor,Relationships Between Executive Functions and Comp,0.755023,75.5%,6583 → 8817
6584,8791,Cryptocurrency trading: a comprehensive survey,Prognosis and treatment in acute myeloid leukemia:,0.6337,63.4%,6584 → 8791
6585,2955,CulturAI: Semantic Enrichment of Cultural Data Lev,Enhancing the sentence similarity measure by seman,0.642064,64.2%,6585 → 2955
6586,8776,"Cyber security is a dark art"": The CISO as Soothsa",Poor Security and Safety,0.602254,60.2%,6586 → 8776
6586,6008,"Cyber security is a dark art"": The CISO as Soothsa",Measuring Learning in a Cyber Security Exercise,0.605611,60.6%,6586 → 6008
6589,7427,Cybersecurity Challenges in the Offshore Oil and G,Device Fingerprinting for Cyber-Physical Systems: ,0.61107,61.1%,6589 → 7427
6589,7096,Cybersecurity Challenges in the Offshore Oil and G,What Should “Industry 4.0” Differ from Previous In,0.715442,71.5%,6589 → 7096
6591,718,DIPPAS: a deep image prior PRNU anonymization sche,On the Perceptual Organization of Image Databases ,0.617324,61.7%,6591 → 718
6591,5935,DIPPAS: a deep image prior PRNU anonymization sche,II-20: Intelligent and pragmatic analytic categori,0.631705,63.2%,6591 → 5935
6591,4856,DIPPAS: a deep image prior PRNU anonymization sche,68Ga-PSMA-11 PET/MRI: determining ideal acquisitio,0.637673,63.8%,6591 → 4856
6591,3116,DIPPAS: a deep image prior PRNU anonymization sche,Stopping criterion for linear anisotropic image di,0.638771,63.9%,6591 → 3116
6591,8469,DIPPAS: a deep image prior PRNU anonymization sche,Enriching Conversations: Empowering ChatGPT with I,0.650762,65.1%,6591 → 8469
6591,772,DIPPAS: a deep image prior PRNU anonymization sche,Accelerating of Image Retrieval in CBIR System wit,0.661604,66.2%,6591 → 772
6591,9551,DIPPAS: a deep image prior PRNU anonymization sche,Investigation of TsGAN-based multimodal image fusi,0.671435,67.1%,6591 → 9551
6591,824,DIPPAS: a deep image prior PRNU anonymization sche,Iterative Desensitisation of Image Restoration Fil,0.70829,70.8%,6591 → 824
6592,9002,DWES: A Dynamic Weighted Evaluation System for Scr,Towards Data-Driving Multi-View Evaluation Framewo,0.60175,60.2%,6592 → 9002
6592,4060,DWES: A Dynamic Weighted Evaluation System for Scr,Scratch Analysis Tool(SAT): A Modern Scratch Proje,0.615294,61.5%,6592 → 4060
6595,4702,"Data Science related to Big Data, Data-Driven Deci",Research on Feasibility Path of Technology Supervi,0.608962,60.9%,6595 → 4702
6595,4991,"Data Science related to Big Data, Data-Driven Deci",CatBoost for big data: an interdisciplinary review,0.613826,61.4%,6595 → 4991
6595,8788,"Data Science related to Big Data, Data-Driven Deci",Privacy Protection and Data Security for Big Data ,0.620077,62.0%,6595 → 8788
6595,4783,"Data Science related to Big Data, Data-Driven Deci",The Zeitgeist Juncture of “Big Data” and its Futur,0.657871,65.8%,6595 → 4783
6595,5065,"Data Science related to Big Data, Data-Driven Deci",Deep Learning Models for Heterogeneous Big Data An,0.662329,66.2%,6595 → 5065
6595,3083,"Data Science related to Big Data, Data-Driven Deci",Quantifying decision making for data science: from,0.6693,66.9%,6595 → 3083
6595,7950,"Data Science related to Big Data, Data-Driven Deci",Time series big data: a survey on data stream fram,0.671821,67.2%,6595 → 7950
6595,3298,"Data Science related to Big Data, Data-Driven Deci",Confrontation and oppurtunities of big data — A su,0.764538,76.5%,6595 → 3298
6601,7068,DeFi '22,"Tonga volcanic eruption and tsunami, January 2022:",0.864506,86.5%,6601 → 7068
6602,4021,Debugging behaviors of early childhood teacher can,Research That Illuminates Enduring Dilemmas in Tea,0.603678,60.4%,6602 → 4021
6602,5274,Debugging behaviors of early childhood teacher can,NYC CS4All: An Early Look at Teacher Implementatio,0.683783,68.4%,6602 → 5274
6604,1448,Deep Cognitive Gate: Resembling Human Cognition fo,A cognitive model of human thinking,0.625212,62.5%,6604 → 1448
6606,5891,Deep learning for component fault detection in ele,Face Detection for Real World Application,0.620307,62.0%,6606 → 5891
6606,6353,Deep learning for component fault detection in ele,A Deep Learning Approach for Twitter Bot Detection,0.625977,62.6%,6606 → 6353
6606,783,Deep learning for component fault detection in ele,Blind PARAFAC Signal Detection for Polarization Se,0.642404,64.2%,6606 → 783
6606,6190,Deep learning for component fault detection in ele,SomnNET: An SpO2 Based Deep Learning Network for S,0.660306,66.0%,6606 → 6190
6606,9067,Deep learning for component fault detection in ele,WikiPhish: A Diverse Wikipedia-Based Dataset for P,0.679596,68.0%,6606 → 9067
6606,8341,Deep learning for component fault detection in ele,Deep Learning in Autonomous Vehicles: A Comprehens,0.72019,72.0%,6606 → 8341
6606,6722,Deep learning for component fault detection in ele,Hippocampus Region's Volume-Based Alzheimer's Stag,0.734856,73.5%,6606 → 6722
6607,8331,Deep neural networks for automatic speech processi,DNN-Based Speech Enhancement on Microcontrollers,0.613109,61.3%,6607 → 8331
6612,6571,Design and implementation of billboard recognition,Convolutional Neural Network (CNN) Algorithm Based,0.623564,62.4%,6612 → 6571
6612,6695,Design and implementation of billboard recognition,Face Recognition to Determine Visitor Attraction U,0.636534,63.7%,6612 → 6695
6613,7339,Design based on availability: Generative design an,Computational Design of Closed-Chain Linkages: Res,0.676331,67.6%,6613 → 7339
6614,4191,Design of Intrusion Detection System based on Cybo,Towards In-Network Security for Smart Homes,0.664233,66.4%,6614 → 4191
6616,4472,Design research and the study of the possible,EPILOGUE: LESSONS LEARNED,0.601922,60.2%,6616 → 4472
6617,538,"Designing Divergent Thinking, Creative Problem Sol",Problem solving based technical drawing education,0.636238,63.6%,6617 → 538
6617,134,"Designing Divergent Thinking, Creative Problem Sol",Computer-Assisted Thinking Tools: Problem Solving ,0.639791,64.0%,6617 → 134
6617,4390,"Designing Divergent Thinking, Creative Problem Sol","Complex Problem Solving as a Construct of Inquiry,",0.649532,65.0%,6617 → 4390
6617,4610,"Designing Divergent Thinking, Creative Problem Sol",Measuring Problem Solving Skills of Informatics an,0.657695,65.8%,6617 → 4610
6617,8684,"Designing Divergent Thinking, Creative Problem Sol",Math Word Problem Solving with Dual Solving Thinki,0.662612,66.3%,6617 → 8684
6617,4419,"Designing Divergent Thinking, Creative Problem Sol",Computer Application Utilization Based on Creative,0.693593,69.4%,6617 → 4419
6617,1619,"Designing Divergent Thinking, Creative Problem Sol",Promoting Creative Problem Solving in Engineering ,0.732107,73.2%,6617 → 1619
6617,7231,"Designing Divergent Thinking, Creative Problem Sol",An Ontology to Formalize a Creative Problem Solvin,0.762551,76.3%,6617 → 7231
6618,7964,Detecting forged AS paths from BGP graph features ,Training Topology With Graph Neural Cellular Autom,0.659793,66.0%,6618 → 7964
6621,7806,Developing an Interdisciplinary Curriculum for Edu,Repo-Educ: Repository of Educational Robotics Less,0.634025,63.4%,6621 → 7806
6621,8941,Developing an Interdisciplinary Curriculum for Edu,The Contributions of Programming and Robotics Cour,0.640117,64.0%,6621 → 8941
6621,9369,Developing an Interdisciplinary Curriculum for Edu,Educational Robotics and Agile Learning: A Review,0.640655,64.1%,6621 → 9369
6621,8974,Developing an Interdisciplinary Curriculum for Edu,The effects of educational robotics in STEM educat,0.670087,67.0%,6621 → 8974
6621,5249,Developing an Interdisciplinary Curriculum for Edu,Low-Cost Educational Robotics Car Promotes STEM Le,0.778679,77.9%,6621 → 5249
6623,3482,Developing insights from the collective voice of t,Spatial analysis of users-generated ratings of yel,0.614304,61.4%,6623 → 3482
6623,4141,Developing insights from the collective voice of t,TSim: a system for discovering similar users on Tw,0.702453,70.2%,6623 → 4141
6627,3707,Development and Validation of the Computational Th,CT-Blocks Analyser: Analysing CT-Blocks Projects,0.602032,60.2%,6627 → 3707
6629,5992,Development of Digital Services and Information Se,Log Abstraction for Information Security: Heuristi,0.601904,60.2%,6629 → 5992
6632,9447,Development of an Open-Source Software Tool to Ana,Fifty Years of Open Source Software Supply Chain S,0.624243,62.4%,6632 → 9447
6632,3301,Development of an Open-Source Software Tool to Ana,Core-periphery communication and the success of fr,0.628524,62.9%,6632 → 3301
6632,9448,Development of an Open-Source Software Tool to Ana,Fifty Years of Open Source Software Supply-Chain S,0.628524,62.9%,6632 → 9448
6633,3385,DigitSeis: software to extract time series from an,Improvement of students abilities for quality of s,0.603121,60.3%,6633 → 3385
6642,885,Drawing Out the Everyday Hyper-[In]Securities of D,A programming-by-example approach to customising d,0.624595,62.5%,6642 → 885
6642,1786,Drawing Out the Everyday Hyper-[In]Securities of D,How to Kill a Journalism School: The Digital Subli,0.633322,63.3%,6642 → 1786
6642,8687,Drawing Out the Everyday Hyper-[In]Securities of D,Measuring corporate digital divide through website,0.644645,64.5%,6642 → 8687
6642,1484,Drawing Out the Everyday Hyper-[In]Securities of D,Automated optical inspection system for digital TV,0.648942,64.9%,6642 → 1484
6642,5721,Drawing Out the Everyday Hyper-[In]Securities of D,Citizens go digital: A discursive examination of d,0.685509,68.6%,6642 → 5721
6642,3774,Drawing Out the Everyday Hyper-[In]Securities of D,"David E Berry and Anders Fagerjord, Digital Humani",0.711865,71.2%,6642 → 3774
6642,8579,Drawing Out the Everyday Hyper-[In]Securities of D,Human-Centered Digital Sustainability: Handling En,0.760426,76.0%,6642 → 8579
6642,7928,Drawing Out the Everyday Hyper-[In]Securities of D,The Solutionist Ethic and the Spirit of Digital Ca,0.784621,78.5%,6642 → 7928
6644,109,Drug repurposing: re-inventing therapies for cance,Teamwork plus technology cuts development time,0.615708,61.6%,6644 → 109
6645,9170,"Dynamic Security with SDN: Opportunities, Challeng",Alert Fatigue in Security Operations Centres: Rese,0.624411,62.4%,6645 → 9170
6645,6265,"Dynamic Security with SDN: Opportunities, Challeng",The landscape of cybersecurity vulnerabilities and,0.652366,65.2%,6645 → 6265
6656,8275,Effects of Game-Based Learning on Students’ Comput,Computational Thinking in Game-Based Learning for ,0.66834,66.8%,6656 → 8275
6656,8876,Effects of Game-Based Learning on Students’ Comput,Sequential Behavior Analysis of Interdisciplinary ,0.687424,68.7%,6656 → 8876
6656,7860,Effects of Game-Based Learning on Students’ Comput,Sequential Behavior Analysis of Interdisciplinary ,0.709149,70.9%,6656 → 7860
6656,7381,Effects of Game-Based Learning on Students’ Comput,Cultivating Computational Thinking through Game-Ba,0.71143,71.1%,6656 → 7381
6656,7028,Effects of Game-Based Learning on Students’ Comput,The Development of Students' Computational Thinkin,0.71393,71.4%,6656 → 7028
6656,8793,Effects of Game-Based Learning on Students’ Comput,Promoting Computational Thinking Skills Through Ga,0.770188,77.0%,6656 → 8793
6656,7902,Effects of Game-Based Learning on Students’ Comput,Teaching and Learning Computational Thinking Throu,0.771435,77.1%,6656 → 7902
6656,7560,Effects of Game-Based Learning on Students’ Comput,Game-Based Learning for Students’ Computational Th,0.773246,77.3%,6656 → 7560
6658,9369,Effects of Pair Learning on Girls’ Learning Perfor,Educational Robotics and Agile Learning: A Review,0.600217,60.0%,6658 → 9369
6658,4373,Effects of Pair Learning on Girls’ Learning Perfor,Can Pair Learning Improve Students’ Troubleshootin,0.602056,60.2%,6658 → 4373
6659,7460,Effects of digital game-based STEM education on st,Effectiveness of digital educational game and game,0.699223,69.9%,6659 → 7460
6661,7606,Effects of the Anterolateral Ligament and Anterior,Identification of conserved miRNAs and their targe,0.675409,67.5%,6661 → 7606
6661,3256,Effects of the Anterolateral Ligament and Anterior,"Clinical, Molecular, and Computational Analysis in",0.679354,67.9%,6661 → 3256
6661,4557,Effects of the Anterolateral Ligament and Anterior,In vivo and in vitro pharmacological activities of,0.683051,68.3%,6661 → 4557
6661,5319,Effects of the Anterolateral Ligament and Anterior,Personalized Computational Models of Tissue-Rearra,0.694597,69.5%,6661 → 5319
6661,1880,Effects of the Anterolateral Ligament and Anterior,A Computational Assay to Design an Epitope-Based P,0.70919,70.9%,6661 → 1880
6661,7393,Effects of the Anterolateral Ligament and Anterior,Data-driven next-generation smart grid towards sus,0.709544,71.0%,6661 → 7393
6661,8636,Effects of the Anterolateral Ligament and Anterior,Investigating political news coverage patterns in ,0.732574,73.3%,6661 → 8636
6661,1503,Effects of the Anterolateral Ligament and Anterior,Computational Biomechanics to Simulate the Femorop,0.779197,77.9%,6661 → 1503
6663,4536,Efficient data transmission using trusted third pa,Hierarchical data fusion for Smart Healthcare,0.746756,74.7%,6663 → 4536
6665,5160,"Empowering engineering with data, machine learning",Factor space:a new idea for artificial intelligenc,0.698058,69.8%,6665 → 5160
6666,3868,Enabling data-driven anomaly detection by design i,Guaranteed physical security with restart-based de,0.602359,60.2%,6666 → 3868
6666,9326,Enabling data-driven anomaly detection by design i,Detecting Stealthy False Data Injections on Cyber-,0.60702,60.7%,6666 → 9326
6667,7386,Enabling end-to-end digital carbon emission tracin,CycleMVAE: Benchmarking End-to-End Cycle-Consisten,0.63862,63.9%,6667 → 7386
6667,7888,Enabling end-to-end digital carbon emission tracin,Supporting End-to-End Coding and Use of Arduinos i,0.649776,65.0%,6667 → 7888
6667,3273,Enabling end-to-end digital carbon emission tracin,Computational analysis of end-of-injection transie,0.683815,68.4%,6667 → 3273
6667,4907,Enabling end-to-end digital carbon emission tracin,A robotic end-effector with rolling up mechanism f,0.684019,68.4%,6667 → 4907
6667,7087,Enabling end-to-end digital carbon emission tracin,VET5G: A Virtual End-to-End Testbed for 5G Network,0.707419,70.7%,6667 → 7087
6667,8679,Enabling end-to-end digital carbon emission tracin,Madtls: Fine-grained Middlebox-aware End-to-end Se,0.739575,74.0%,6667 → 8679
6667,7704,Enabling end-to-end digital carbon emission tracin,More Persuasive Explanation Method for End-to-End ,0.791367,79.1%,6667 → 7704
6667,6299,Enabling end-to-end digital carbon emission tracin,Two-factor Password-authenticated Key Exchange wit,0.851224,85.1%,6667 → 6299
6668,9135,End-to-End Speech Summarization Using Restricted S,A review on speech recognition approaches and chal,0.611911,61.2%,6668 → 9135
6669,3246,English Machine Translation System based on Human-,Brain machine interface for useful human interacti,0.651744,65.2%,6669 → 3246
6671,6918,Enhancing robustness of noisy qutrit teleportation,Research on Security Analysis and Assessment of Qu,0.605627,60.6%,6671 → 6918
6672,7827,Enterprising Academics: Heterarchical Policy Netwo,Role of Artificial Intelligence in mode of Diabeti,0.609407,60.9%,6672 → 7827
6672,8580,Enterprising Academics: Heterarchical Policy Netwo,Humanizing The Role of Artificial Intelligence in ,0.611428,61.1%,6672 → 8580
6672,7258,Enterprising Academics: Heterarchical Policy Netwo,Artificial intelligence and ChatGPT in Orthopaedic,0.621902,62.2%,6672 → 7258
6672,5819,Enterprising Academics: Heterarchical Policy Netwo,Discursive framing and organizational venues: mech,0.649387,64.9%,6672 → 5819
6672,7672,Enterprising Academics: Heterarchical Policy Netwo,Learning with ChatGPT 3.5 as a more knowledgeable ,0.699494,69.9%,6672 → 7672
6673,4908,EthicAmanuensis: supporting machine learning pract,A robust machine learning approach to SDG data seg,0.641934,64.2%,6673 → 4908
6673,5426,EthicAmanuensis: supporting machine learning pract,Teaching Adversarial Machine Learning: Educating t,0.656623,65.7%,6673 → 5426
6673,9548,EthicAmanuensis: supporting machine learning pract,Interpretable machine learning model to predict th,0.673805,67.4%,6673 → 9548
6673,8121,EthicAmanuensis: supporting machine learning pract,Adversarial Threats in Machine Learning: A Critica,0.682857,68.3%,6673 → 8121
6673,8260,EthicAmanuensis: supporting machine learning pract,Comparing discrete choice and machine learning mod,0.694638,69.5%,6673 → 8260
6673,4123,EthicAmanuensis: supporting machine learning pract,Stable Teamwork Marriages in Healthcare: Applying ,0.705276,70.5%,6673 → 4123
6673,6700,EthicAmanuensis: supporting machine learning pract,Forecasting worldwide empty container availability,0.716616,71.7%,6673 → 6700
6673,6049,EthicAmanuensis: supporting machine learning pract,Not all biases are bad: equitable and inequitable ,0.739631,74.0%,6673 → 6049
6674,9823,EuroUSEC '22: Proceedings of the 2022 European Sym,WDC '25: Proceedings of the 4th Workshop on Securi,0.706676,70.7%,6674 → 9823
6674,7182,EuroUSEC '22: Proceedings of the 2022 European Sym,ACSAC '23: Proceedings of the 39th Annual Computer,0.729883,73.0%,6674 → 7182
6674,6422,EuroUSEC '22: Proceedings of the 2022 European Sym,ACSAC '22: Proceedings of the 38th Annual Computer,0.729883,73.0%,6674 → 6422
6674,3630,EuroUSEC '22: Proceedings of the 2022 European Sym,ACSAC '18: Proceedings of the 34th Annual Computer,0.729883,73.0%,6674 → 3630
6674,9605,EuroUSEC '22: Proceedings of the 2022 European Sym,NSPW '24: Proceedings of the New Security Paradigm,0.814052,81.4%,6674 → 9605
6674,7714,EuroUSEC '22: Proceedings of the 2022 European Sym,NSPW '22: Proceedings of the 2022 New Security Par,0.814052,81.4%,6674 → 7714
6675,3475,Evaluating Student Spatial Skills Learning in a Vi,Setting up Virtual Reality and Augmented Reality L,0.628844,62.9%,6675 → 3475
6676,9148,Evaluating the construct validity of text embeddin,AI-Generated Text Detector for English Written Ess,0.601093,60.1%,6676 → 9148
6676,3856,Evaluating the construct validity of text embeddin,Foundations of Temporal Text Networks,0.610544,61.1%,6676 → 3856
6676,1971,Evaluating the construct validity of text embeddin,Computational Semantics in Clinical Text Supplemen,0.612105,61.2%,6676 → 1971
6676,2910,Evaluating the construct validity of text embeddin,Computational text analysis: Thoughts on the conti,0.620218,62.0%,6676 → 2910
6676,2355,Evaluating the construct validity of text embeddin,Noisy SMS text normalization model,0.628793,62.9%,6676 → 2355
6676,8263,Evaluating the construct validity of text embeddin,Comparitive study of LSTM and Ensemble models for ,0.633471,63.3%,6676 → 8263
6680,2988,Evolutionary computation and machine learning in s,How the machine ‘thinks’: Understanding opacity in,0.642397,64.2%,6680 → 2988
6680,9548,Evolutionary computation and machine learning in s,Interpretable machine learning model to predict th,0.644147,64.4%,6680 → 9548
6680,8260,Evolutionary computation and machine learning in s,Comparing discrete choice and machine learning mod,0.663879,66.4%,6680 → 8260
6680,8121,Evolutionary computation and machine learning in s,Adversarial Threats in Machine Learning: A Critica,0.670655,67.1%,6680 → 8121
